scheduler,trials,frames,users_per_macro,include_mobility,include_orientation,include_nlos,nlos_profile,resource_control,mean_delta_used,std_delta_used,delta_switch_rate,mean_center_pool_size,mean_edge_pool_size,frac_delta_0_5,frac_delta_0_6667,frac_delta_0_8,mean_sinr_db,median_sinr_db,avg_rate_bpshz,p5_rate_bpshz,coverage_continuity_10db,coverage_continuity_20db,outage_probability_10db,outage_probability_20db,avg_outage_duration_frames,p95_outage_duration_frames,link_opportunity_mean_sinr_db,link_opportunity_median_sinr_db,link_opportunity_avg_rate_bpshz,link_opportunity_continuity_10db,link_opportunity_continuity_20db,link_opportunity_outage_probability_10db,link_opportunity_outage_probability_20db,link_opportunity_avg_outage_duration_20db,scheduled_link_continuity_10db,scheduled_link_continuity_20db,service_avg_rate_bpshz_all_users,beam_switching_rate,fairness_over_time,mean_served_fraction,mean_user_throughput_bpshz,p5_user_throughput_bpshz,worst_user_throughput_bpshz,avg_time_between_services_frames,mean_service_gap_frames,p95_service_gap_frames,mean_longest_service_gap_frames,p95_longest_service_gap_frames,starvation_probability_gap10,edge_served_frame_ratio,center_served_frame_ratio,edge_coverage_continuity_10db,edge_coverage_continuity_20db,edge_outage_probability_10db,edge_outage_probability_20db,center_coverage_continuity_10db,center_coverage_continuity_20db,edge_frame_fraction,time_s,experiment,case,seed,wall_time_s
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,adaptive,0.7936533333333332,0.02838911841611932,0.013333333333333334,160.62,30.8092,0.0,0.0476,0.9524,25.325536329925,-7.681878648151606,184.9419932380374,0.0,0.04140529100529101,0.014108994708994703,0.958594708994709,0.9858910052910053,43.37975508683708,75.0,20.7797294270853,-300.0,52.396500679842646,0.06825291005291005,0.030949206349206348,0.93174708994709,0.9690507936507936,37.10656833745289,0.32397138098000705,0.11086854674072918,30.775326203874172,0.014957099957099958,0.04580263324903505,0.16640529100529103,30.77532620387418,0.0,0.0,13.60831177946734,11.040757403747776,46.0,36.205396825396825,75.0,0.9671428571428572,0.19040733964893197,0.15919380764751553,0.0849817666341461,0.04475192169490043,0.9150182333658539,0.9552480783050996,0.028604027907357752,0.006968833759495234,0.24412698412698414,1281.0525131225586,main,combined_mobility_orientation_nlos,3,1281.1123621463776
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.068290850702063,-7.60944108102363,185.56924396144998,0.0,0.05931216931216931,0.02888994708994709,0.9406878306878307,0.9711100529100529,47.89160839160839,75.0,30.072761951865537,-300.0,116.43281468748698,0.14883597883597882,0.07347936507936509,0.8511640211640212,0.926520634920635,31.305849542334094,0.36539596715368045,0.1858483905759381,30.88245321702154,0.015066495066495069,0.06405878598104606,0.16642010582010583,30.88245321702154,0.0,0.0,17.20032720126155,15.889081630594832,64.0,43.168730158730156,75.0,0.9861904761904762,0.2086575426932899,0.13212729871799248,0.09430560715187275,0.06120328763949856,0.9056943928481272,0.9387967123605014,0.03167215741078474,0.004324979169424756,0.48158730158730156,890.9663281440735,main,combined_mobility_orientation_nlos,4,891.0275280475616
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.270362501666657,-9.547337609200655,177.56170386943498,0.0,0.05002645502645502,0.020767195767195764,0.949973544973545,0.9792328042328042,33.63654538184726,75.0,26.986964795006422,-300.0,76.08484405801218,0.11190476190476191,0.059557671957671955,0.888095238095238,0.9404423280423281,22.63442339038305,0.3803335151297137,0.18186258420525744,29.54983754754966,0.015066495066495069,0.05380896852411918,0.16642010582010583,29.549837547549664,0.0,0.0,11.696777399032229,10.616920049598361,43.0,35.06706349206349,74.0,0.9776190476190476,0.17572078766406965,0.15964764146105004,0.06377623897712927,0.03051516762684093,0.9362237610228707,0.9694848323731591,0.039815142025782034,0.014017237562983693,0.48158730158730156,902.2713558673859,main,combined_mobility_orientation_nlos,4,902.3343315124512
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.0372481828056,-7.526652682607086,183.9576321697846,0.0,0.05696613756613757,0.02641058201058201,0.9430338624338624,0.973589417989418,32.32868336905724,75.0,29.133805725707496,-300.0,100.17495679915737,0.1327132275132275,0.06724973544973545,0.8672867724867726,0.9327502645502646,21.994435572412417,0.4027108118248174,0.2113921452686535,30.614248612111655,0.015066495066495069,0.0605906434424158,0.16642010582010583,30.614248612111652,0.0,0.0,14.163513693802257,11.700105455463632,47.0,36.93674603174603,75.0,0.9800793650793651,0.20299842162113294,0.13731756543320192,0.08729074685167415,0.05032218004658584,0.9127092531483258,0.9496778199534142,0.033308406128100064,0.008756056618646096,0.48158730158730156,936.5728232860565,main,combined_mobility_orientation_nlos,4,936.6339883804321
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,27.060716592315206,-300.0,89.09746732365602,0.0,0.02298412698412698,0.010252910052910048,0.977015873015873,0.9897470899470899,43.030502392344495,75.0,26.558116896567128,-300.0,75.32529736408345,0.1075978835978836,0.052823280423280425,0.8924021164021164,0.9471767195767196,20.64827331657016,0.16921322661062083,0.07824050099749126,14.824592883211697,0.015035392535392534,0.027299979660032385,0.1663862433862434,14.824592883211698,0.0,0.0,6.499007440434477,4.927319126578557,12.0,13.476111111111111,28.0,0.6442857142857142,0.1654676754328591,0.16553890061249193,0.02336566223626269,0.013473977361757856,0.9766343377637373,0.9865260226382422,0.023052829344985946,0.008292189243065228,0.44476190476190475,881.0317730903625,main,combined_mobility_orientation_nlos,5,881.0946192741394
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.349705877125313,-7.243187951621043,188.10034211527616,0.0,0.05953968253968253,0.028326984126984124,0.9404603174603174,0.9716730158730159,48.25176037834997,75.0,29.744054819269202,-300.0,114.0427829549398,0.14774179894179895,0.07047195767195767,0.852258201058201,0.9295280423280423,31.813552569628047,0.3644785652473885,0.1795648959402503,31.29730930422799,0.015035392535392534,0.06399417686382743,0.16638624338624342,31.29730930422799,0.0,0.0,17.631159590347504,15.819844967467267,64.0,43.27293650793651,75.0,0.9846031746031746,0.20856417084173368,0.13476517742665584,0.09488318464537167,0.06070207670344577,0.9051168153546283,0.9392979232965543,0.03274881061365871,0.004268040739178422,0.44476190476190475,901.3172779083252,main,combined_mobility_orientation_nlos,5,901.379866361618
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,adaptive,0.7936414814814814,0.028414287099722577,0.013333333333333334,160.61555555555555,30.81071111111111,0.0,0.04768888888888889,0.9523111111111111,25.272325725568084,-7.571164979090489,185.24459019820068,0.0,0.041871957671957664,0.014184126984126978,0.9581280423280424,0.985815873015873,43.28173202007062,75.0,20.96662552784371,-300.0,53.1134157597388,0.06926137566137566,0.03157883597883598,0.9307386243386243,0.9684211640211641,36.759238431876604,0.3300279720149188,0.11320782200730219,30.828424303386697,0.015066495066495069,0.04603998865199406,0.16642010582010583,30.8284243033867,0.0,0.0,13.608902557278128,11.057608894004689,46.0,36.102380952380955,75.0,0.9662698412698413,0.19102870928529944,0.16013853639427852,0.08418452162261522,0.04420496898854277,0.9158154783773848,0.9557950310114572,0.0285870325909259,0.006896045221309519,0.2812698412698413,1282.9238467216492,main,combined_mobility_orientation_nlos,4,1282.9838120937347
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.080603830010205,-8.766910311969557,175.79241774970947,0.0,0.04988888888888888,0.01992486772486772,0.9501111111111111,0.9800751322751323,34.53542396897606,75.0,26.679168376202878,-300.0,74.46064349437596,0.11077142857142856,0.05743492063492063,0.8892285714285715,0.9425650793650794,23.50071236346367,0.3776544233821246,0.1717718739813993,29.249440005159332,0.015035392535392534,0.05402500059006236,0.1663862433862434,29.249440005159325,0.0,0.0,12.074421595876759,10.617780653161349,43.0,35.31650793650794,75.0,0.9782539682539683,0.17561393342708814,0.16175449662734404,0.06505432430510603,0.030424407564095847,0.934945675694894,0.9695755924359042,0.03981504408798687,0.013436769567461655,0.44476190476190475,907.2087059020996,main,combined_mobility_orientation_nlos,5,907.2708082199097
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.939478796058392,-7.131249336356099,183.57636014027597,0.0,0.056896296296296285,0.025466666666666665,0.9431037037037037,0.9745333333333334,32.93519776839997,75.0,28.803163882140872,-300.0,97.9963374358117,0.13148042328042328,0.06457037037037036,0.8685195767195767,0.9354296296296296,22.55686544693664,0.40216336057247487,0.20037915741650597,30.544580938260626,0.015035392535392534,0.060624598948860534,0.1663862433862434,30.54458093826063,0.0,0.0,14.316052938041958,11.619295554441134,48.0,37.061031746031745,75.0,0.9788095238095238,0.203010809137742,0.13994345621631982,0.08806772883866516,0.049648791404723516,0.9119322711613348,0.9503512085952764,0.034037819180400865,0.008454613172796843,0.44476190476190475,927.6361393928528,main,combined_mobility_orientation_nlos,5,927.7042498588562
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,26.89023431133986,-300.0,88.20720383430044,0.0,0.023009523809523806,0.010623280423280418,0.9769904761904762,0.9893767195767196,42.38071710257921,75.0,26.509935013694236,-300.0,75.84798940613793,0.10862857142857141,0.0547100529100529,0.8913714285714286,0.9452899470899471,20.15930222061744,0.1703280033557263,0.08070464102484465,14.675718557942387,0.01516623766623767,0.027360170112919798,0.16637777777777776,14.675718557942387,0.0,0.0,6.502337041689099,4.927245889130041,12.0,13.508412698412698,28.0,0.6446825396825396,0.16503207589138705,0.16541619535239208,0.024003281164194527,0.014305905880861464,0.9759967188358055,0.9856940941191386,0.022717467449618094,0.008135328370489242,0.5377777777777778,884.7972390651703,main,combined_mobility_orientation_nlos,6,884.8607108592987
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.72689780189353,-7.4860490689904715,185.6516665575629,0.0,0.05927936507936508,0.029498412698412694,0.940720634920635,0.9705015873015873,48.00942260377951,75.0,29.71795958746665,-300.0,116.43776619890568,0.15043809523809523,0.07319576719576719,0.8495619047619047,0.9268042328042329,31.255085290129184,0.36363157354360465,0.18626766986556703,30.888311722588295,0.01516623766623767,0.06450333768563986,0.16637777777777776,30.8883117225883,0.0,0.0,17.724451951682827,15.847055983585122,64.0,43.1581746031746,75.0,0.9859523809523809,0.20733909578128584,0.13270863237991778,0.09432353748740925,0.062309594723891616,0.9056764625125907,0.9376904052761084,0.03088609042963365,0.003832619276054589,0.5377777777777778,905.1877098083496,main,combined_mobility_orientation_nlos,6,905.2597372531891
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,adaptive,0.7929718518518518,0.029794153006265665,0.013333333333333334,160.36444444444444,30.89608888888889,0.0,0.05271111111111111,0.9472888888888888,24.959553276580536,-7.377168674095545,184.49078979468968,0.0,0.04164021164021164,0.013857142857142849,0.9583597883597884,0.9861428571428571,43.79664442146818,75.0,20.78158354850135,-300.0,52.60787553749846,0.06867830687830688,0.030978835978835974,0.9313216931216931,0.969021164021164,37.1460733409054,0.32585679399943973,0.10805850096989134,30.696729453299508,0.015035392535392534,0.04617256034213272,0.1663862433862434,30.696729453299504,0.0,0.0,13.927284324929975,10.99278557673523,46.0,36.2,75.0,0.965,0.18910653820547,0.1608634176095321,0.08402469808508568,0.04425752062395819,0.9159753019149143,0.9557424793760418,0.029167183512488683,0.006829922046365265,0.21777777777777776,1299.660248041153,main,combined_mobility_orientation_nlos,5,1299.7226333618164
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.99136186638401,-8.826191981948389,176.94721401635027,0.0,0.05025608465608466,0.020817989417989412,0.9497439153439153,0.9791820105820106,33.66661815535747,75.0,26.55489315150237,-300.0,75.57097854403196,0.11317354497354497,0.05991428571428571,0.8868264550264551,0.9400857142857143,22.85635998765051,0.3825072058953618,0.1802385830666106,29.440084252009214,0.01516623766623767,0.054323000742701376,0.16637777777777776,29.440084252009218,0.0,0.0,11.892511327163342,10.601313434442664,43.0,35.002857142857145,75.0,0.9786507936507937,0.17326549352551085,0.1613339385587202,0.06458557519348121,0.031164160739555104,0.9354144248065188,0.9688358392604449,0.03950179203796065,0.013607409941463236,0.5377777777777778,895.9310820102692,main,combined_mobility_orientation_nlos,6,895.9946730136871
