experiment,scheduler,n,edge_coverage_continuity_10db_mean,edge_coverage_continuity_10db_sd,edge_coverage_continuity_10db_ci95,edge_coverage_continuity_20db_mean,edge_coverage_continuity_20db_sd,edge_coverage_continuity_20db_ci95,edge_outage_probability_10db_mean,edge_outage_probability_10db_sd,edge_outage_probability_10db_ci95,edge_outage_probability_20db_mean,edge_outage_probability_20db_sd,edge_outage_probability_20db_ci95,coverage_continuity_10db_mean,coverage_continuity_10db_sd,coverage_continuity_10db_ci95,coverage_continuity_20db_mean,coverage_continuity_20db_sd,coverage_continuity_20db_ci95,outage_probability_10db_mean,outage_probability_10db_sd,outage_probability_10db_ci95,outage_probability_20db_mean,outage_probability_20db_sd,outage_probability_20db_ci95,avg_outage_duration_frames_mean,avg_outage_duration_frames_sd,avg_outage_duration_frames_ci95,p95_outage_duration_frames_mean,p95_outage_duration_frames_sd,p95_outage_duration_frames_ci95,beam_switching_rate_mean,beam_switching_rate_sd,beam_switching_rate_ci95,fairness_over_time_mean,fairness_over_time_sd,fairness_over_time_ci95,avg_rate_bpshz_mean,avg_rate_bpshz_sd,avg_rate_bpshz_ci95,service_avg_rate_bpshz_all_users_mean,service_avg_rate_bpshz_all_users_sd,service_avg_rate_bpshz_all_users_ci95,mean_sinr_db_mean,mean_sinr_db_sd,mean_sinr_db_ci95,median_sinr_db_mean,median_sinr_db_sd,median_sinr_db_ci95,mean_served_fraction_mean,mean_served_fraction_sd,mean_served_fraction_ci95,mean_user_throughput_bpshz_mean,mean_user_throughput_bpshz_sd,mean_user_throughput_bpshz_ci95,p5_user_throughput_bpshz_mean,p5_user_throughput_bpshz_sd,p5_user_throughput_bpshz_ci95,worst_user_throughput_bpshz_mean,worst_user_throughput_bpshz_sd,worst_user_throughput_bpshz_ci95,avg_time_between_services_frames_mean,avg_time_between_services_frames_sd,avg_time_between_services_frames_ci95,mean_service_gap_frames_mean,mean_service_gap_frames_sd,mean_service_gap_frames_ci95,p95_service_gap_frames_mean,p95_service_gap_frames_sd,p95_service_gap_frames_ci95,mean_longest_service_gap_frames_mean,mean_longest_service_gap_frames_sd,mean_longest_service_gap_frames_ci95,p95_longest_service_gap_frames_mean,p95_longest_service_gap_frames_sd,p95_longest_service_gap_frames_ci95,starvation_probability_gap10_mean,starvation_probability_gap10_sd,starvation_probability_gap10_ci95,edge_served_frame_ratio_mean,edge_served_frame_ratio_sd,edge_served_frame_ratio_ci95,center_served_frame_ratio_mean,center_served_frame_ratio_sd,center_served_frame_ratio_ci95,time_s_mean,time_s_sd,time_s_ci95
ablation,omn_no_edge,10,0.06929606213427118,0.0006565329792588044,0.0004069233564008858,0.0311049442697788,0.0005689506654085798,0.0003526392758760593,0.9307039378657288,0.000656532979258808,0.000406923356400888,0.9688950557302212,0.0005689506654085619,0.0003526392758760482,0.053414497354497346,0.0002837536096178107,0.00017587230933456224,0.0223221164021164,0.00031654942805361594,0.00019619936819591333,0.9465855026455026,0.0002837536096178148,0.0001758723093345648,0.9776778835978837,0.000316549428053634,0.00019619936819592452,33.26221624284809,0.22140054705609127,0.13722548076528895,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.05519457559021094,0.00037711811963007637,0.00023374023217037577,191.99439948670414,1.1153539951102298,0.6913035682956596,31.945356798770565,0.1873238035517476,0.11610449632113445,30.19703740991008,0.14587491694817645,0.09041421024465066,-5.932920457065359,0.17912328301194896,0.11102176103180204,0.16638687830687832,4.544162814824922e-05,2.8165012924837872e-05,31.945356798770565,0.1873238035517477,0.11610449632113451,0.0,0.0,0.0,0.0,0.0,0.0,13.77526063039185,0.1952616302843947,0.12102441230193416,10.818857380385044,0.05340030480733365,0.033097851823929006,45.3,0.48304589153964794,0.29939494540378153,36.325936507936504,0.11659484885941275,0.0722662360244106,75.0,0.0,0.0,0.9685476190476191,0.0009582783312254825,0.0005939470631753244,0.17251907402712346,0.001049974877341306,0.0006507811712774714,0.16294571699670138,0.0011113190090346727,0.0006888026580157981,861.6934659481049,2.3841035477587744,1.4776826881667267
ablation,omn_no_fairness,10,0.09553013231505267,0.0007452005337688046,0.00046188007605539794,0.06052314799745494,0.0006879736917296998,0.0004264105118835178,0.9044698676849473,0.0007452005337688001,0.0004618800760553952,0.9394768520025452,0.0006879736917297061,0.00042641051188352174,0.05867492063492062,0.0004370422468739841,0.0002708815910325211,0.02860486772486772,0.0003545060235675218,0.000219725109829649,0.9413250793650795,0.00043704224687397895,0.00027088159103251795,0.9713951322751322,0.00035450602356751685,0.00021972510982964594,37.396885142528276,0.3061369749224335,0.18974566288275282,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.06353505591398063,0.0005019533142052419,0.00031111388738390823,182.12479759993616,1.418289475009836,0.8790649240052064,30.303167271631672,0.23480804500403624,0.14553553408823872,28.11629491911947,0.09016096985786969,0.05588234807692855,-7.63351694664384,0.2564974218351146,0.15897874912415372,0.16638687830687832,4.544162814822684e-05,2.8165012924824e-05,30.303167271631672,0.23480804500403454,0.1455355340882377,0.0,0.0,0.0,0.0,0.0,0.0,16.49889611916945,0.14703979378580437,0.09113620838874444,13.137992020585804,0.0670029329002005,0.041528848063708726,54.6,0.5163977794943223,0.32006665972366866,40.406309523809526,0.09692424371592619,0.0600742686437914,75.0,0.0,0.0,0.9818888888888889,0.000843911197349292,0.0005230615792025483,0.21196882314895094,0.0011775370528885186,0.0007298450268084951,0.1308536188187795,0.0012365421360177264,0.000766416756226806,850.7637495994568,2.2164503985004242,1.373770189689642
ablation,omn_no_gap,10,0.09548891065244518,0.0008305878011841683,0.0005148036527046418,0.05794426515311983,0.000660741655154328,0.0004095319207464932,0.9045110893475549,0.0008305878011841536,0.0005148036527046327,0.9420557348468801,0.0006607416551543424,0.0004095319207465022,0.057619153439153435,0.0004292058650959065,0.00026602455128598156,0.026899894179894173,0.0003690124430377457,0.00022871628176871425,0.9423808465608465,0.00042920586509589796,0.00026602455128597625,0.9731001058201059,0.0003690124430377562,0.0002287162817687208,36.53077818902927,0.2873569355418069,0.17810567388062698,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.06339894682902328,0.0004930693178241549,0.0003056075293792783,174.7533544383088,1.3369013398066403,0.8286200351810639,29.076659627821506,0.2217903659506708,0.13746709301932966,27.199839486313124,0.11365610367592033,0.07044478288884423,-7.844110626753858,0.2308624635022682,0.14309003733731346,0.16638687830687832,4.544162814824493e-05,2.8165012924835212e-05,29.0766596278215,0.22179036595066742,0.13746709301932755,0.0,0.0,0.0,0.0,0.0,0.0,15.728161231530532,0.14670340496874357,0.09092771243984533,13.046776319368373,0.05860151856471387,0.036321597509790894,51.9,0.5676462121975467,0.35183076739945424,39.4631507936508,0.12766320325774455,0.07912647315475013,75.0,0.0,0.0,0.9827936507936508,0.0006690559352260791,0.00041468516492422443,0.21570399500221832,0.0013015427960086316,0.0008067045826839523,0.1281278394591363,0.0011465021859385256,0.000710609416985812,860.024174118042,5.907317017865896,3.6613930208774437
ablation,omn_no_nlos,10,0.08972247664047014,0.0007346162370178385,0.0004553198609632201,0.051759069918229296,0.0006238027454803155,0.00038663694733128415,0.9102775233595299,0.0007346162370178513,0.000455319860963228,0.9482409300817707,0.0006238027454803241,0.0003866369473312895,0.05709724867724867,0.00038150343905151167,0.0002364582813076408,0.026052486772486765,0.0003836549897690506,0.00023779182625832416,0.9429027513227514,0.00038150343905151763,0.00023645828130764451,0.9739475132275132,0.00038365498976903874,0.0002377918262583168,32.93221842588774,0.2300451184537221,0.14258344162773082,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.061377564353433355,0.000444175007119394,0.0002753025216348829,181.90796502409938,1.1399370313784456,0.7065402920320369,30.26710171596077,0.19043724200243198,0.11803422546548051,28.60281215812325,0.11734180094368092,0.0727292017227129,-7.482114826622409,0.2807816751782201,0.174030285284945,0.16638687830687832,4.544162814824303e-05,2.8165012924834033e-05,30.26710171596077,0.19043724200243278,0.11803422546548101,0.0,0.0,0.0,0.0,0.0,0.0,14.448595893802949,0.149545355767409,0.09268917179414114,11.727845347507595,0.04941619327869001,0.03062847391492979,47.4,0.5163977794943223,0.32006665972366866,37.17938888888889,0.10967090070381079,0.06797472849617626,75.0,0.0,0.0,0.979642857142857,0.0008607036235448412,0.0005334696327893179,0.20579390206716344,0.0011499411294738633,0.0007127408962718224,0.13621189212261747,0.0011362786265851344,0.0007042727892490877,852.0739308595657,2.6679796863175245,1.6536309417256896
ablation,omn_no_outage,10,0.08925902520854742,0.0008355784328801656,0.0005178968782766284,0.050877186858295634,0.0006159597896747196,0.0003817758329602744,0.9107409747914526,0.0008355784328801651,0.0005178968782766281,0.9491228131417044,0.0006159597896746997,0.00038177583296026196,0.056906984126984125,0.0003616056913760795,0.00022412552952715028,0.026131005291005288,0.0003538893941781488,0.00021934291897449598,0.9430930158730157,0.0003616056913760823,0.00022412552952715198,0.9738689947089947,0.00035388939417813504,0.00021934291897448744,32.74319112692142,0.23862163381367726,0.14789922092100674,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.06036466073297382,0.000462513350299179,0.0002866687444954222,182.26119266813788,1.0108354567115547,0.6265223070415498,30.325875924686976,0.1694168411623445,0.10500564604453944,28.944559866964177,0.10905355109222416,0.06759209124267039,-7.607867460308604,0.28059218183286627,0.17391283609268343,0.16638687830687832,4.544162814824307e-05,2.8165012924834057e-05,30.325875924686976,0.16941684116234268,0.10500564604453831,0.0,0.0,0.0,0.0,0.0,0.0,14.361009625546666,0.16071663750938747,0.09961320395300981,11.633759337193597,0.048143551472262756,0.029839682351172986,47.2,0.4216370213557839,0.2613333333333333,37.00161111111111,0.10883021728800941,0.06745366751670397,75.0,0.0,0.0,0.9796507936507937,0.000760507242701841,0.00047136727254248754,0.20558675725444803,0.0012476145658228517,0.000773279519320446,0.13620700360227006,0.0011432578721318977,0.0007085985704554502,850.6287548065186,2.7339219719589685,1.6945023938075883
ablation,omn_no_transition,10,0.0880184388773772,0.0007285441018344259,0.00045155631258497454,0.0498687292339007,0.0006177114148314869,0.0003828615014803122,0.9119815611226227,0.0007285441018344195,0.00045155631258497064,0.9501312707660994,0.0006177114148314852,0.0003828615014803111,0.05683238095238095,0.00037092297734721904,0.0002299004432020175,0.025874391534391528,0.00036597885255227193,0.0002268360429059409,0.943167619047619,0.00037092297734722944,0.00022990044320202394,0.9741256084656085,0.00036597885255226374,0.00022683604290593584,32.65216133262258,0.24819635091782924,0.15383369206518155,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.06057096358111751,0.0004510587477121252,0.0002795691082574614,183.69707544415633,1.0664203285758957,0.6609741675553755,30.56479044493174,0.17908617242996008,0.11099875965478372,28.96592627028438,0.10311421295638289,0.06391085132725163,-7.351996973930932,0.3003245568605806,0.1861430888441957,0.16638687830687832,4.544162814823105e-05,2.816501292482661e-05,30.56479044493174,0.17908617242995986,0.11099875965478358,0.0,0.0,0.0,0.0,0.0,0.0,14.247785861394737,0.15338212714569005,0.09506722733181662,11.636103866373123,0.046845929075211984,0.029035407656937535,47.3,0.48304589153964794,0.29939494540378153,36.93999206349206,0.10152864577846116,0.06292810660882577,75.0,0.0,0.0,0.9797777777777779,0.0007564472381232419,0.0004688508556337868,0.20248325178710447,0.0011900574301701254,0.0007376052370458982,0.13879201853080642,0.0011584655783151584,0.0007180244044024932,832.1439046144485,2.5645530498421416,1.5895264482951679
ablation,omn_pf,10,0.08809641349637747,0.000763208524526634,0.0004730415443634864,0.05000127392787127,0.000594940190658388,0.00036874775051484596,0.9119035865036225,0.0007632085245266376,0.0004730415443634887,0.9499987260721288,0.0005949401906583865,0.00036874775051484504,0.05685619047619047,0.00036089722612171976,0.00022368641821316428,0.02589375661375661,0.00036389850687724084,0.0002255466312978395,0.9431438095238095,0.0003608972261217113,0.00022368641821315902,0.9741062433862433,0.00036389850687725304,0.00022554663129784703,32.69531556563257,0.24599982961442135,0.15247227405660282,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.06063032412114307,0.00044295154363784434,0.0002745442111126786,183.56836827398897,1.097298366236942,0.680112573577707,30.543376977981445,0.1844983178150571,0.11435324211797934,28.93913492939682,0.11266736311528218,0.06983195514026899,-7.362747555461544,0.29323340401979,0.18174794677839443,0.16638687830687832,4.544162814822915e-05,2.816501292482543e-05,30.543376977981445,0.1844983178150569,0.11435324211797922,0.0,0.0,0.0,0.0,0.0,0.0,14.264769313363752,0.15577128818935077,0.09654804468841954,11.65024922530893,0.04689508851763619,0.02906587699502416,47.3,0.48304589153964794,0.29939494540378153,36.965158730158734,0.10308762444171923,0.06389437159512779,75.0,0.0,0.0,0.9798015873015873,0.0007031763947091044,0.0004358332448126833,0.20264990771073838,0.0011887556702380668,0.000736798397880896,0.1386571500648061,0.001154210515789593,0.000715387089325719,858.0213158845902,1.9153803983293956,1.187165070294846
ablation,proportional_fair,10,0.06479201543796147,0.0005781785737563373,0.0003583587927260254,0.030541112179292645,0.0004513641117486161,0.00027975837484814093,0.9352079845620386,0.0005781785737563355,0.00035835879272602434,0.9694588878207074,0.0004513641117486143,0.0002797583748481398,0.04990380952380952,0.00029248640239692574,0.0001812849503757522,0.020316296296296294,0.00031479122918876966,0.00019510962524939572,0.9500961904761904,0.0002924864023969074,0.0001812849503757408,0.9796837037037036,0.0003147912291887752,0.00019510962524939916,34.12691640310981,0.299313390780476,0.18551636161465207,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.05403454944594912,0.00036009526759787306,0.0002231893591703932,176.13862058163198,1.0548555774602866,0.6538062605521091,29.30715627566305,0.175888660915047,0.10901692148536253,29.081790989426185,0.10928154626143993,0.06773340411259691,-9.136168930601269,0.566930812858412,0.3513873582951982,0.16638687830687832,4.5441628148231666e-05,2.816501292482699e-05,29.30715627566305,0.17588866091504804,0.10901692148536316,0.0,0.0,0.0,0.0,0.0,0.0,11.983668021659009,0.1975233640654725,0.12242624942292765,10.61608095596725,0.05344294024436397,0.033124277541579296,43.1,0.31622776601683794,0.19599999999999998,35.16219841269841,0.12661615583971683,0.07847750644155357,74.9,0.31622776601683794,0.19599999999999998,0.9787142857142858,0.0010169196548351941,0.0006302933321076089,0.17525251409770976,0.0010484316838911825,0.0006498246900676333,0.16046028993677994,0.0011189951047436979,0.0006935603514274792,821.4242772817612,1.883122270471149,1.1671712755061883
main,max_sinr,10,0.09500254027234409,0.0007571995657434132,0.00046931715312376033,0.06099235637081114,0.0006237340560088724,0.00038659437315580165,0.904997459727656,0.0007571995657434121,0.0004693171531237597,0.9390076436291889,0.0006237340560088673,0.0003865943731557985,0.05922962962962962,0.0004588898510798717,0.000284422876411383,0.028648888888888883,0.00036441702222648575,0.00022586801044089232,0.9407703703703703,0.0004588898510798886,0.00028442287641139354,0.9713511111111112,0.00036441702222649405,0.00022586801044089747,48.16560491098614,0.2559806168001724,0.15865843004488833,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.06396721727662158,0.0005648941987633455,0.00035012505180117653,186.5113073827286,1.4900309264500535,0.9235307362879075,31.03303104601713,0.2476422698551084,0.15349026906453492,29.142852354125022,0.1982191047684994,0.12285747397828822,-7.496125477748057,0.27399045897799196,0.16982104587497537,0.16638687830687832,4.544162814822927e-05,2.8165012924825505e-05,31.03303104601713,0.24764226985510943,0.15349026906453553,0.0,0.0,0.0,0.0,0.0,0.0,17.447132698946664,0.24932801606856003,0.15453510539247117,15.841638474028807,0.07281571657745106,0.045131648713037056,63.8,0.6324555320336759,0.39199999999999996,43.19438095238095,0.12401062670803398,0.07686258275461001,75.0,0.0,0.0,0.986095238095238,0.0007934744072070892,0.0004918005327979599,0.2084683546157958,0.001114040370762566,0.0006904893754896795,0.133239428786974,0.0011237678634043555,0.0006965185378931138,835.7043551921845,35.78816145261972,22.18173227818322
main,omn_pf,10,0.08809641349637747,0.000763208524526634,0.0004730415443634864,0.05000127392787127,0.000594940190658388,0.00036874775051484596,0.9119035865036225,0.0007632085245266376,0.0004730415443634887,0.9499987260721288,0.0005949401906583865,0.00036874775051484504,0.05685619047619047,0.00036089722612171976,0.00022368641821316428,0.02589375661375661,0.00036389850687724084,0.0002255466312978395,0.9431438095238095,0.0003608972261217113,0.00022368641821315902,0.9741062433862433,0.00036389850687725304,0.00022554663129784703,32.69531556563257,0.24599982961442135,0.15247227405660282,75.0,0.0,0.0,0.015002681252681255,8.261933039565145e-05,5.120799151041482e-05,0.06063032412114307,0.00044295154363784434,0.0002745442111126786,183.56836827398897,1.097298366236942,0.680112573577707,30.543376977981445,0.1844983178150571,0.11435324211797934,28.93913492939682,0.11266736311528218,0.06983195514026899,-7.362747555461544,0.29323340401979,0.18174794677839443,0.16638687830687832,4.544162814822915e-05,2.816501292482543e-05,30.543376977981445,0.1844983178150569,0.11435324211797922,0.0,0.0,0.0,0.0,0.0,0.0,14.264769313363752,0.15577128818935077,0.09654804468841954,11.65024922530893,0.04689508851763619,0.02906587699502416,47.3,0.48304589153964794,0.29939494540378153,36.965158730158734,0.10308762444171923,0.06389437159512779,75.0,0.0,0.0,0.9798015873015873,0.0007031763947091044,0.0004358332448126833,0.20264990771073838,0.0011887556702380668,0.000736798397880896,0.1386571500648061,0.001154210515789593,0.000715387089325719,877.0248574018478,35.617383914406886,22.075883263369217
